INSTNAME       ,DB_ID     ,HOSTNAME                      ,        ID,TM               ,      INST,       DUR,       CPU,   LOADAVG,   AAS_CPU,RSRCMGRPCT,  OSCPUPCT,  OSCPUSYS,   OSCPUIO
mftprrn1       ,3956936248,example.com          ,     21724,10/08/18 00:00:19,         2,      59.7,        28,     11.69,10.3575433,         0, 36.991226,  4.784797,.016700566
mftprrn1       ,3956936248,example.com          ,     21725,10/08/18 01:00:01,         2,      60.1,        28,     11.57,9.10544093,.000029712,32.5194022,4.74870256,.015490056
mftprrn1       ,3956936248,example.com          ,     21732,10/08/18 08:00:01,         2,      60.1,        28,      7.69, 6.3612091,         0,22.7186039,3.78848744,.010082402
mftprrn1       ,3956936248,example.com          ,     21547,09/30/18 15:00:42,         2,     59.35,        28,      7.09,7.39335018,.000010029,26.4048121,3.89837325,.015695832
mftprrn1       ,3956936248,example.com          ,     21557,10/01/18 01:00:38,         2,     60.08,        28,      8.24,5.62882108,.000029721,20.1029027,2.98223697,.017693679
mftprrn1       ,3956936248,example.com          ,     21558,10/01/18 02:00:43,         2,     59.33,        28,     11.78, 8.1943427,         0,29.2655096,4.09413122,.013061798
mftprrn1       ,3956936248,example.com          ,     21560,10/01/18 04:00:08,         2,     60.08,        28,      6.73,4.65552011,         0,16.6268575,2.50021795,.027778879
mftprrn1       ,3956936248,example.com          ,     21562,10/01/18 06:00:05,         2,     60.08,        28,      5.68,6.91057698,         0,24.6806321, 4.4878938,.011343372
mftprrn1       ,3956936248,example.com          ,     21563,10/01/18 07:00:10,         2,     60.08,        28,       6.4,5.87062136,         0,20.9665049,3.97667922,.009976223
mftprrn1       ,3956936248,example.com          ,     21565,10/01/18 09:00:21,         2,     60.08,        28,     10.56,6.62413315,         0,23.6576184,4.03230632,.012403408
mftprrn1       ,3956936248,example.com          ,     21568,10/01/18 12:00:38,         2,     59.38,        28,     23.23,12.5368425,         0,44.7744377,7.09865282,.010434626
mftprrn1       ,3956936248,example.com          ,     21571,10/01/18 15:00:14,         2,     59.82,        28,     21.68,17.3310532,         0,61.8966186,7.89035943,.009921188
mftprrn1       ,3956936248,example.com          ,     21573,10/01/18 17:00:09,         2,      60.1,        28,     13.17,8.20016639,         0,29.2863085,5.83046114,.011498693
mftprrn1       ,3956936248,example.com          ,     21574,10/01/18 18:00:15,         2,     60.08,        28,      8.68,7.03378641,         0,25.1206657, 5.0959679,.014850406
mftprrn1       ,3956936248,example.com          ,     21578,10/01/18 22:00:40,         2,     59.35,        28,     13.75,10.5200534,         0,37.5716191,6.11808481,.017160108
mftprrn1       ,3956936248,example.com          ,     21583,10/02/18 03:00:06,         2,      60.1,        28,      9.99,8.41518303,         0,30.0542251,4.31036566, .01345971
mftprrn1       ,3956936248,example.com          ,     21584,10/02/18 04:00:12,         2,     60.12,        28,     23.33, 14.218173,         0,50.7791893,3.90513486,.016961068
mftprrn1       ,3956936248,example.com          ,     21586,10/02/18 06:00:25,         2,      60.1,        28,     14.08,7.10473378,         0,25.3740492,4.32576658,.014341177
mftprrn1       ,3956936248,example.com          ,     21587,10/02/18 07:00:31,         2,     60.12,        28,     11.17,14.1330025,         0,50.4750089, 5.4154719,.008247851
mftprrn1       ,3956936248,example.com          ,     21593,10/02/18 13:00:06,         2,      60.1,        28,     14.56,14.2436051,         0,50.8700182, 6.8930057,.009022661
mftprrn1       ,3956936248,example.com          ,     21605,10/03/18 01:00:15,         2,     60.12,        28,     11.49,18.5504713,.000019803,66.2516634,5.16746208,.008257753
mftprrn1       ,3956936248,example.com          ,     21606,10/03/18 02:00:22,         2,     60.12,        28,     23.72,18.2014694,         0,65.0052477,4.61042021,.007267615
mftprrn1       ,3956936248,example.com          ,     21613,10/03/18 09:00:06,         2,     60.08,        28,     14.06,8.77905409,         0,31.3537646,4.10572617,.014226273
mftprrn1       ,3956936248,example.com          ,     21614,10/03/18 10:00:11,         2,      60.1,        28,      10.2,7.71352468,         0,27.5483024,4.09340583,.010141827
mftprrn1       ,3956936248,example.com          ,     21615,10/03/18 11:00:17,         2,     60.08,        28,     13.28,11.1251318,         0,39.7326134,5.31483059,.025133743
mftprrn1       ,3956936248,example.com          ,     21616,10/03/18 12:00:22,         2,     60.12,        28,     17.07,13.3422789,         0,47.6509961, 6.6496792,.008901343
mftprrn1       ,3956936248,example.com          ,     21617,10/03/18 13:00:29,         2,      60.1,        28,     25.86,13.8557266,         0,49.4847377,7.63151692,.009220743
mftprrn1       ,3956936248,example.com          ,     21635,10/04/18 07:00:20,         2,      60.1,        28,      9.85,10.6410177,         0,38.0036348,4.11970129,.011003486
mftprrn1       ,3956936248,example.com          ,     21637,10/04/18 09:00:31,         2,      60.1,        28,      8.54,8.19753466,         0,29.2769095,4.12113739,.011686871
mftprrn1       ,3956936248,example.com          ,     21639,10/04/18 11:00:42,         2,     59.38,        28,     11.42,9.52719057,         0,34.0256806,4.87409286,.012740067
mftprrn1       ,3956936248,example.com          ,     21650,10/04/18 22:00:04,         2,      60.1,        28,      6.05,3.95960899,9.9041E-06,14.1414508,3.44035734,.012419777
mftprrn1       ,3956936248,example.com          ,     21655,10/05/18 03:00:11,         2,     60.08,        28,      6.61,4.05426075,         0,14.4795027,3.57469784,.015464632
mftprrn1       ,3956936248,example.com          ,     21675,10/05/18 23:00:06,         2,     60.08,        28,      7.75,4.80256865,         0,17.1520309,4.24451159,.013671488
mftprrn1       ,3956936248,example.com          ,     21682,10/06/18 06:00:28,         2,     60.08,        28,      6.75,6.43656588,9.9069E-06,22.9877254,3.92879929, .01188825
mftprrn1       ,3956936248,example.com          ,     21582,10/02/18 02:00:01,         2,     60.08,        28,     10.21,8.44593065,         0, 30.164038, 4.5779473,.012829404
mftprrn1       ,3956936248,example.com          ,     21594,10/02/18 14:00:12,         2,      60.1,        28,     13.32,11.4466112,         0,40.8807543,5.12250416,.010330006
mftprrn1       ,3956936248,example.com          ,     21595,10/02/18 15:00:18,         2,     60.08,        28,      9.97,10.8937254,         0,38.9061621,5.34237171,.013849812
mftprrn1       ,3956936248,example.com          ,     21618,10/03/18 14:00:35,         2,      60.1,        28,     17.64,14.0353855,         0,50.1263767,8.47378377,.011171856
mftprrn1       ,3956936248,example.com          ,     21623,10/03/18 19:00:03,         2,     60.13,        28,      23.3,19.0695344,         0,68.1054799,11.1089642,.006968641
mftprrn1       ,3956936248,example.com          ,     21533,09/30/18 01:00:25,         2,      60.1,        28,         8,5.06821409,.000029712,18.1007349,2.95862055,.016183345
mftprrn1       ,3956936248,example.com          ,     21596,10/02/18 16:00:23,         2,     60.08,        28,      8.56,8.73674896,         0,31.2026749, 3.6561918,.014166832
mftprrn1       ,3956936248,example.com          ,     21597,10/02/18 17:00:28,         2,      60.1,        28,      7.52,6.83954798,         0,24.4269571,  3.654029,.010567705
mftprrn1       ,3956936248,example.com          ,     21598,10/02/18 18:00:34,         2,     60.08,        28,      7.22,4.58865742,         0,16.3880622,3.29330295,.013879532
mftprrn1       ,3956936248,example.com          ,     21604,10/03/18 00:00:08,         2,     60.12,        28,      24.1,18.2247491,         0,65.0883896,5.02923878,.013347063
mftprrn1       ,3956936248,example.com          ,     21626,10/03/18 22:00:23,         2,      60.1,        28,     11.85,8.22481697,9.9041E-06,29.3743364,5.70778861,.015014658
mftprrn1       ,3956936248,example.com          ,     21628,10/04/18 00:00:34,         2,     60.12,        28,     27.36,17.3596784,         0,61.9988514,5.66958097,.009990495
mftprrn1       ,3956936248,example.com          ,     21541,09/30/18 09:00:08,         2,     60.08,        28,       6.9,4.48823024,         0,16.0293937,2.47812562,.019199524
mftprrn1       ,3956936248,example.com          ,     21542,09/30/18 10:00:13,         2,     60.08,        28,      8.14,4.90073509,         0,17.5026253,2.62202298,.015652863
mftprrn1       ,3956936248,example.com          ,     21581,10/02/18 01:00:11,         2,     59.83,        28,      9.93,9.00922841,9.9483E-06,32.1758058,5.88187425,.015161162
mftprrn1       ,3956936248,example.com          ,     21662,10/05/18 10:00:18,         2,      60.1,        28,      6.72,7.00698003,         0,25.0249287,3.74604825, .01187505
mftprrn1       ,3956936248,example.com          ,     21663,10/05/18 11:00:24,         2,      59.6,        28,     24.56,12.1224273,         0,43.2943832,5.54404362,.009717562
mftprrn1       ,3956936248,example.com          ,     21676,10/06/18 00:00:11,         2,      60.1,        28,      6.62,6.93718247,         0,24.7756517,5.52307662,.018253308
mftprrn1       ,3956936248,example.com          ,     21696,10/06/18 20:00:17,         2,     60.12,        28,     19.17, 13.580646,         0, 48.502307,6.31456691,.013545091
mftprrn1       ,3956936248,example.com          ,     21715,10/07/18 15:00:06,         2,     60.08,        28,      9.05,9.17018585,         0,32.7506638,3.57100258,.014523479
mftprrn1       ,3956936248,example.com          ,     21728,10/08/18 04:00:18,         2,     60.08,        28,      8.18,4.95584743,         0,17.6994551,2.41442441, .02517337
mftprrn1       ,3956936248,example.com          ,     21622,10/03/18 18:00:16,         2,     59.78,        28,     11.03,7.88424031,         0,28.1580011,5.70730615,.010534071
mftprrn1       ,3956936248,example.com          ,     21653,10/05/18 01:00:00,         2,      60.1,        28,     13.09,8.28776761,9.9041E-06,29.5991601,6.37050353,.014024245
mftprrn1       ,3956936248,example.com          ,     21654,10/05/18 02:00:06,         2,     60.08,        28,      9.17,7.30767545,         0,26.0988409,6.02050723,.016881316
mftprrn1       ,3956936248,example.com          ,     21658,10/05/18 06:00:27,         2,     59.57,        28,     14.23,8.46729715,         0, 30.240347,4.85687305,.010952114
mftprrn1       ,3956936248,example.com          ,     21661,10/05/18 09:00:13,         2,     60.08,        28,     10.38,6.70845215,         0,23.9587577,3.87007133, .01185853
mftprrn1       ,3956936248,example.com          ,     21686,10/06/18 10:00:05,         2,     60.13,        28,     18.75,19.1904906,         0,68.5374663,4.45996001,.007770431
mftprrn1       ,3956936248,example.com          ,     21692,10/06/18 16:00:26,         2,     60.08,        28,     22.82,19.4139445,         0,69.3355161,4.64259956,.008430751
mftprrn1       ,3956936248,example.com          ,     21694,10/06/18 18:00:03,         2,     60.12,        28,     25.55,19.3818409,         0,69.2208602,5.01959484,.005554675
mftprrn1       ,3956936248,example.com          ,     21700,10/07/18 00:00:08,         2,     60.08,        28,      19.6,10.9267878,         0,39.0242421,6.68714088,.019278779
mftprrn1       ,3956936248,example.com          ,     21702,10/07/18 02:00:18,         2,     60.08,        28,      7.42,9.87580028,         0,35.2707153,4.33024569,.013998415
mftprrn1       ,3956936248,example.com          ,     21703,10/07/18 03:00:23,         2,     59.68,        28,      7.13, 4.9897012,         0,17.8203614,2.47167591,.015747796
mftprrn1       ,3956936248,example.com          ,     21706,10/07/18 06:00:15,         2,      60.1,        28,     13.17,11.3254382,9.9041E-06,40.4479835, 5.0458363,.014975042
mftprrn1       ,3956936248,example.com          ,     21707,10/07/18 07:00:21,         2,      60.1,        28,      9.78,10.7417748,         0,38.3634815,4.76365779,.011558117
mftprrn1       ,3956936248,example.com          ,     21733,10/08/18 09:00:07,         2,     60.12,        28,      10.6,7.12197394,         0,25.4356212,3.94603747,.014277793
mftprrn1       ,3956936248,example.com          ,     21564,10/01/18 08:00:15,         2,      60.1,        28,      8.25,7.02419301,         0,25.0864036,4.38395333,.015440536
mftprrn1       ,3956936248,example.com          ,     21566,10/01/18 10:00:26,         2,      60.1,        28,      8.28,5.86533833,         0,20.9476369,4.12840702,.011072815
mftprrn1       ,3956936248,example.com          ,     21534,09/30/18 02:00:31,         2,     60.08,        28,      6.05,4.51769209,         0,16.1346146,2.52427184,.017267684
mftprrn1       ,3956936248,example.com          ,     21538,09/30/18 06:00:06,         2,      60.1,        28,     11.08,8.20498891,         0,29.3035318,4.54638103,.015410823
mftprrn1       ,3956936248,example.com          ,     21540,09/30/18 08:00:03,         2,     60.08,        28,      8.52,5.84756172,         0, 20.884149,3.38859719,.016702992
mftprrn1       ,3956936248,example.com          ,     21548,09/30/18 16:00:03,         2,     60.08,        28,      7.66,3.93596949,         0,14.0570339,2.53206856,.018912225
mftprrn1       ,3956936248,example.com          ,     21549,09/30/18 17:00:08,         2,     60.08,        28,      7.95,4.19631068,.000019814, 14.986804,2.52148801,.015573608
mftprrn1       ,3956936248,example.com          ,     21567,10/01/18 11:00:32,         2,      60.1,        28,     10.16,11.6625679,         0,41.6520284,6.13594406,.012508914
mftprrn1       ,3956936248,example.com          ,     21624,10/03/18 20:00:11,         2,      60.1,        28,     20.81,15.4233638,         0,55.0834423,10.3786843,.011369939
mftprrn1       ,3956936248,example.com          ,     21633,10/04/18 05:00:08,         2,     60.12,        28,     16.86,14.4299695,         0,51.5356054,6.13258941,.013980752
mftprrn1       ,3956936248,example.com          ,     21634,10/04/18 06:00:15,         2,     60.08,        28,      7.57,6.06317337,         0,21.6541906,4.25001981,.019080642
mftprrn1       ,3956936248,example.com          ,     21641,10/04/18 13:00:11,         2,      60.1,        28,     19.06,16.8158375,         0,60.0565625,7.83995919,.007853974
mftprrn1       ,3956936248,example.com          ,     21642,10/04/18 14:00:17,         2,     59.82,        28,     11.29,12.8855698,         0,46.0198921, 6.8604665,.010269474
mftprrn1       ,3956936248,example.com          ,     21643,10/04/18 15:00:06,         2,     60.08,        28,      7.86,7.50205548,         0,26.7930553,4.58698237,.010184268
mftprrn1       ,3956936248,example.com          ,     21644,10/04/18 16:00:11,         2,      60.1,        28,      6.88,5.48925679,         0,19.6044886,3.66073409,.011607638
mftprrn1       ,3956936248,example.com          ,     21550,09/30/18 18:00:13,         2,     59.83,        28,      6.66,4.98928969,         0,17.8188918,2.60568046,.017160764
mftprrn1       ,3956936248,example.com          ,     21551,09/30/18 19:00:03,         2,     60.12,        28,     19.07,15.0353119,         0,53.6975425,8.40130302,.010337043
mftprrn1       ,3956936248,example.com          ,     21559,10/01/18 03:00:03,         2,     60.08,        28,      5.87,6.16290985,         0,22.0103923,3.47826432,.012443035
mftprrn1       ,3956936248,example.com          ,     21575,10/01/18 19:00:20,         2,     60.12,        28,     20.39,16.9513169,         0,60.5404174,8.78397164,.022555349
mftprrn1       ,3956936248,example.com          ,     21645,10/04/18 17:00:17,         2,      60.1,        28,     15.56,7.50147809,         0,26.7909932,5.14916607,.016381428
mftprrn1       ,3956936248,example.com          ,     21646,10/04/18 18:00:23,         2,     60.08,        28,     12.66,11.9818197,         0,42.7922132,7.02713493,.012452942
mftprrn1       ,3956936248,example.com          ,     21647,10/04/18 19:00:28,         2,      60.1,        28,      9.43,9.19373821,         0,32.8347793,5.75488274,.011617542
mftprrn1       ,3956936248,example.com          ,     21648,10/04/18 20:00:34,         2,      60.1,        28,      7.04,6.25386301,         0, 22.335225, 4.2492869,.012677284
mftprrn1       ,3956936248,example.com          ,     21649,10/04/18 21:00:40,         2,      59.4,        28,      5.83,4.54211279,         0,16.2218314,3.60521886,.015662578
mftprrn1       ,3956936248,example.com          ,     21651,10/04/18 23:00:10,         2,      60.1,        28,      9.44,3.71391015,         0,13.2639648,3.30128357,.017550115
mftprrn1       ,3956936248,example.com          ,     21652,10/05/18 00:00:16,         2,     59.73,        28,      9.59,6.44450614,         0,23.0160934,4.63063018,.027164381
mftprrn1       ,3956936248,example.com          ,     21664,10/05/18 12:00:00,         2,      60.1,        28,      9.46,12.0252551,         0,42.9473398,5.28340662,.012766421
mftprrn1       ,3956936248,example.com          ,     21666,10/05/18 14:00:12,         2,     60.12,        28,     21.65,15.4964597,         0,55.3444988,8.66078855,.009228088
mftprrn1       ,3956936248,example.com          ,     21673,10/05/18 21:00:31,         2,     59.48,        28,     21.82,11.2562819,         0,40.2010067,7.94978585,.007785294
mftprrn1       ,3956936248,example.com          ,     21685,10/06/18 09:00:45,         2,     59.33,        28,     22.13,15.7374466,         0,56.2051665,4.27242175,.013954655
mftprrn1       ,3956936248,example.com          ,     21713,10/07/18 13:00:17,         2,      60.1,        28,     11.69,9.64143649,         0,34.4337018,4.68601933,.010815308
mftprrn1       ,3956936248,example.com          ,     21714,10/07/18 14:00:23,         2,     59.72,        28,     12.65,12.1658136,9.9677E-06,43.4493242,5.29368845,.010316574
mftprrn1       ,3956936248,example.com          ,     21716,10/07/18 16:00:11,         2,     60.08,        28,      7.74,6.26363939,9.9069E-06,22.3701308, 2.6502873,.014384783
mftprrn1       ,3956936248,example.com          ,     21720,10/07/18 20:00:33,         2,     59.47,        28,     15.31,11.5684109, .00001001,41.3157431, 6.3865611, .01127082
mftprrn1       ,3956936248,example.com          ,     21721,10/07/18 21:00:01,         2,      60.1,        28,     14.05,10.5281032,         0,37.6003684,5.64801719,.009111798
mftprrn1       ,3956936248,example.com          ,     21731,10/08/18 07:00:35,         2,     59.43,        28,      8.24,9.19869041,         0,32.8524657,4.61034773, .01348049
mftprrn1       ,3956936248,example.com          ,     21577,10/01/18 21:00:33,         2,     60.12,        28,     17.76, 13.849013,         0,49.4607608,7.82721098,.013871837
mftprrn1       ,3956936248,example.com          ,     21625,10/03/18 21:00:17,         2,      60.1,        28,     15.72,15.3751525,         0, 54.911259,9.65504912,.008101577
mftprrn1       ,3956936248,example.com          ,     21627,10/03/18 23:00:29,         2,     60.08,        28,     24.06,8.79544244,         0,31.4122944,5.84713691,.017545076
mftprrn1       ,3956936248,example.com          ,     21636,10/04/18 08:00:26,         2,     60.08,        28,      8.34,7.85462968,         0,28.0522489,4.59019219,.012195364
mftprrn1       ,3956936248,example.com          ,     21656,10/05/18 04:00:16,         2,     60.08,        28,      5.42,3.29398336,         0,11.7642263,2.89756291,.016623737
mftprrn1       ,3956936248,example.com          ,     21657,10/05/18 05:00:21,         2,      60.1,        28,      8.89,3.44449529,         0,12.3017689,2.90959512,.014786863
mftprrn1       ,3956936248,example.com          ,     21665,10/05/18 13:00:06,         2,      60.1,        28,     16.79, 15.258558,         0,54.4948499,7.85640995,.007309246
mftprrn1       ,3956936248,example.com          ,     21697,10/06/18 21:00:24,         2,     60.12,        28,     10.64,15.2512143,9.9014E-06,54.4686126,5.23335578,.012238108
mftprrn1       ,3956936248,example.com          ,     21701,10/07/18 01:00:13,         2,     60.08,        28,     15.94,12.8075035,.000029721,45.7410541,6.22764018,.011868437
mftprrn1       ,3956936248,example.com          ,     21708,10/07/18 08:00:27,         2,     60.08,        28,      6.97,6.15892094,         0,21.9961462,2.96081831,.012512384
mftprrn1       ,3956936248,example.com          ,     21717,10/07/18 17:00:16,         2,      60.1,        28,     11.43,6.55928453,         0,23.4260162,2.46655376,.010765787
mftprrn1       ,3956936248,example.com          ,     21718,10/07/18 18:00:22,         2,     60.08,        28,      8.11,5.73035784,         0,20.4655637,2.61838716,.015167426
mftprrn1       ,3956936248,example.com          ,     21726,10/08/18 02:00:07,         2,      60.1,        28,      7.06,7.49605935,         0,26.7716405,3.10033872,.013261627
mftprrn1       ,3956936248,example.com          ,     21730,10/08/18 06:00:29,         2,      60.1,        28,     13.77, 9.7996173,         0,34.9986332,4.92440179,.009874416
mftprrn1       ,3956936248,example.com          ,     21736,10/08/18 12:00:03,         2,      60.1,        28,     10.48,11.8174681,         0,42.2052432,6.33292726,.011429364
mftprrn1       ,3956936248,example.com          ,     21739,10/08/18 15:00:19,         2,      60.1,        28,      6.73,7.27124237,         0,25.9687228,4.10689525,.014717534
mftprrn1       ,3956936248,example.com          ,     21740,10/08/18 16:00:25,         2,     60.08,        28,      6.57, 4.3215534,         0,15.4341193,3.23012681,.011670299
mftprrn1       ,3956936248,example.com          ,     21737,10/08/18 13:00:09,         2,     60.08,        28,     11.47,7.68902635,         0,27.4608084,4.64820686,.012532197
mftprrn1       ,3956936248,example.com          ,     21536,09/30/18 04:00:41,         2,     59.33,        28,      5.83,3.56635112,         0,12.7369683,2.19286717, .01230939
mftprrn1       ,3956936248,example.com          ,     21585,10/02/18 05:00:19,         2,      60.1,        28,      16.6,  19.46302,         0,69.5107856,3.49401791,.007507329
mftprrn1       ,3956936248,example.com          ,     21619,10/03/18 15:00:41,         2,     59.38,        28,     16.21,11.5863935,         0,41.3799767,7.97787779, .01532617
mftprrn1       ,3956936248,example.com          ,     21630,10/04/18 02:00:05,         2,      60.1,        28,     21.34,17.6261259,         0,62.9504496,6.66765708,.009567388
mftprrn1       ,3956936248,example.com          ,     21632,10/04/18 04:00:01,         2,     60.12,        28,     40.67,16.6317854,         0,59.3992336,5.86260842,.011871757
mftprrn1       ,3956936248,example.com          ,     21687,10/06/18 11:00:13,         2,     59.82,        28,     25.77,19.4274533,         0,69.3837619,5.22023644,.010368985
mftprrn1       ,3956936248,example.com          ,     21705,10/07/18 05:00:09,         2,      60.1,        28,     11.34,5.20499445,         0,18.5892659,2.45510459,.019867681
mftprrn1       ,3956936248,example.com          ,     21537,09/30/18 05:00:01,         2,     60.08,        28,      6.59,4.01054646,         0,14.3233802,2.36463245,.018099861
mftprrn1       ,3956936248,example.com          ,     21599,10/02/18 19:00:39,         2,      59.4,        28,     12.31,10.6416134,         0, 38.005762,6.74773529,.012997034
mftprrn1       ,3956936248,example.com          ,     21600,10/02/18 20:00:03,         2,      60.1,        28,      9.64,7.49749861,         0,26.7767808,5.44635924,.008963236
mftprrn1       ,3956936248,example.com          ,     21620,10/03/18 16:00:04,         2,      60.1,        28,     15.05,11.1405186,         0,39.7875664,7.62325687,.013529039
mftprrn1       ,3956936248,example.com          ,     21629,10/04/18 01:00:41,         2,      59.4,        28,      24.6,16.3172671,.000010021, 58.275944,6.14805796,.010411656
mftprrn1       ,3956936248,example.com          ,     21668,10/05/18 16:00:25,         2,     59.63,        28,     11.43,12.3608999,         0,44.1460712,7.73294139,.011838218
mftprrn1       ,3956936248,example.com          ,     21669,10/05/18 17:00:03,         2,      60.1,        28,     11.27,9.64744315,         0,34.4551541,6.92007369,.011221377
mftprrn1       ,3956936248,example.com          ,     21670,10/05/18 18:00:09,         2,      60.1,        28,      8.35, 6.9989462,         0,24.9962364,5.62341534,.010537992
mftprrn1       ,3956936248,example.com          ,     21677,10/06/18 01:00:17,         2,     59.83,        28,      6.34,3.80822841,9.9483E-06,13.6008058, 3.7822125,.015947075
mftprrn1       ,3956936248,example.com          ,     21688,10/06/18 12:00:02,         2,      60.1,        28,     27.03,20.2332696,         0, 72.261677,6.33681959,.007933207
mftprrn1       ,3956936248,example.com          ,     21689,10/06/18 13:00:08,         2,      60.1,        28,     26.11,19.7260288,         0, 70.450103,5.78964622,.006447587
mftprrn1       ,3956936248,example.com          ,     21710,10/07/18 10:00:37,         2,     59.47,        28,      8.73, 4.9170852,         0,17.5610186,2.80759529,.016696028
mftprrn1       ,3956936248,example.com          ,     21738,10/08/18 14:00:14,         2,     60.08,        28,      10.2,5.21664355,         0,18.6308698, 3.7031702,.013820091
mftprrn1       ,3956936248,example.com          ,     21576,10/01/18 20:00:27,         2,      60.1,        28,     16.78,16.4896312,         0,58.8915399, 9.3142877,.008963236
mftprrn1       ,3956936248,example.com          ,     21609,10/03/18 05:00:43,         2,     59.32,        28,     10.34,15.2059174,         0,54.3068478,4.27304018, .00825874
mftprrn1       ,3956936248,example.com          ,     21690,10/06/18 14:00:14,         2,      60.1,        28,     23.53,19.2711675,         0,68.8255982,4.70748158,.010260677
mftprrn1       ,3956936248,example.com          ,     21698,10/06/18 22:00:31,         2,     59.53,        28,      8.64,7.07673292,         0,25.2740462,4.69965805,.012967925
mftprrn1       ,3956936248,example.com          ,     21699,10/06/18 23:00:03,         2,     60.08,        28,      9.74,6.60467129,         0,23.5881117,4.57642164,.017307311
mftprrn1       ,3956936248,example.com          ,     21704,10/07/18 04:00:04,         2,     60.08,        28,      7.58,4.83411096,         0, 17.264682,2.41358233,.026926887
mftprrn1       ,3956936248,example.com          ,     21719,10/07/18 19:00:27,         2,      60.1,        28,     14.37,12.5805214,         0,44.9304334,7.05119444,.011290706
mftprrn1       ,3956936248,example.com          ,     21735,10/08/18 11:00:19,         2,     59.73,        28,      9.83,9.64962333,         0,34.4629404,4.75885882,.015136719
mftprrn1       ,3956936248,example.com          ,     21742,10/08/18 18:00:02,         2,     60.13,        28,     10.24,  9.531699,         0,34.0417822,6.01436292,.009403706
mftprrn1       ,3956936248,example.com          ,     21729,10/08/18 05:00:23,         2,      60.1,        28,     10.56,5.45092623,         0,19.4675937,2.64982965,.016222962
mftprrn1       ,3956936248,example.com          ,     21601,10/02/18 21:00:09,         2,     60.12,        28,     14.75,9.53094261,         0,34.0390808,5.89819399,.011515308
mftprrn1       ,3956936248,example.com          ,     21727,10/08/18 03:00:13,         2,     60.08,        28,       8.1,4.95238835,         0,17.6871012,2.52481672,.022231028
mftprrn1       ,3956936248,example.com          ,     21659,10/05/18 07:00:01,         2,      60.1,        28,      7.65, 10.197188,         0,36.4185286,4.31612986,.009666429
mftprrn1       ,3956936248,example.com          ,     21546,09/30/18 14:00:37,         2,     60.08,        28,     15.94,12.0684938,         0,43.1017634, 5.7109471,.012373687
mftprrn1       ,3956936248,example.com          ,     21561,10/01/18 05:00:13,         2,     59.87,        28,      6.15,5.57787027,         0,19.9209652,2.60472677,.014009306
mftprrn1       ,3956936248,example.com          ,     21569,10/01/18 13:00:01,         2,      60.1,        28,     19.77,15.3889517,         0, 54.960542,8.00923065,.008735441
mftprrn1       ,3956936248,example.com          ,     21589,10/02/18 09:00:43,         2,      60.1,        28,     12.78,8.91608153,         0,31.8431483,4.28120791,.016341811
mftprrn1       ,3956936248,example.com          ,     21591,10/02/18 11:00:06,         2,      60.1,        28,      9.71,9.82084859,         0,35.0744592,4.77574083,.014182711
mftprrn1       ,3956936248,example.com          ,     21592,10/02/18 12:00:12,         2,      59.9,        28,      23.5,14.6289093,         0,52.2461046,6.57981557,.008963352
mftprrn1       ,3956936248,example.com          ,     21610,10/03/18 06:00:02,         2,      60.1,        28,      6.51, 4.2719523,         0,15.2569725,3.09530742, .01317249
mftprrn1       ,3956936248,example.com          ,     21611,10/03/18 07:00:08,         2,     59.87,        28,      9.48,5.75657572,         0, 20.559199,3.95086303,.010529351
mftprrn1       ,3956936248,example.com          ,     21612,10/03/18 08:00:00,         2,      60.1,        28,     10.49,6.58458957,         0,23.5163913,4.08528445,.013360669
mftprrn1       ,3956936248,example.com          ,     21678,10/06/18 02:00:07,         2,      60.1,        28,      3.85,2.45313089,         0,8.76118176,3.08227359,.018540528
mftprrn1       ,3956936248,example.com          ,     21680,10/06/18 04:00:18,         2,     60.08,        28,      4.38,1.75801387,         0,6.27862096,2.30012879,.026847632
mftprrn1       ,3956936248,example.com          ,     21681,10/06/18 05:00:23,         2,     60.08,        28,     11.48,2.31685714,         0, 8.2744898,2.38979592,.016970478
mftprrn1       ,3956936248,example.com          ,     21683,10/06/18 07:00:33,         2,     60.12,        28,       9.6,9.35281397,         0, 33.402907,4.57048794, .01016872
mftprrn1       ,3956936248,example.com          ,     21691,10/06/18 15:00:20,         2,      60.1,        28,     26.62, 19.876173,.000029712,70.9863026, 5.0515807,.006328738
mftprrn1       ,3956936248,example.com          ,     21570,10/01/18 14:00:07,         2,     60.12,        28,     23.93, 16.683959,         0,59.5855677,8.80144758,.013198543
mftprrn1       ,3956936248,example.com          ,     21535,09/30/18 03:00:36,         2,     60.08,        28,      6.69,3.76710957,         0,13.4539628,2.33946899,.027907668
mftprrn1       ,3956936248,example.com          ,     21572,10/01/18 16:00:03,         2,      60.1,        28,     11.94,12.3295147,         0,44.0339811,7.49695943, .00909199
mftprrn1       ,3956936248,example.com          ,     21579,10/01/18 23:00:01,         2,     60.08,        28,     10.51,8.21770042,         0,29.3489301,5.40776699,.022042798
mftprrn1       ,3956936248,example.com          ,     21580,10/02/18 00:00:06,         2,     60.08,        28,     10.31, 8.9271484,         0,31.8826729,6.54615613,.020467605
mftprrn1       ,3956936248,example.com          ,     21603,10/02/18 23:00:02,         2,      60.1,        28,      21.7, 12.677812,         0,45.2778999,4.98602528,.015034466
